"Вид отклонения","Результат проверки","Дата и время регистрации отклонения","Товарная группа","Субъект","Адрес места фиксации отклонения","Номер документа","Код","Идентификатор ВСД","Регистрационный номер ККТ (из чека)","Дата и время выполнения операции, в результате которой было выявлено отклонение","ИНН участника","Номер отклонения","Нивелировано","Объем из ВСД","Единицы измерения из ВСД","Объем из ГИС МТ","Единицы измерения из ГИС МТ","Разницы между объемами","Единицы измерения разницы","% превышения","GTIN","Идентификатор ФИАС","Муниципальный округ","Фискальный номер накопителя из чека операции","Проверка РР"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 07:13:55","Пиво и пивные напитки","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43731738044070013672723","0104660326730010215/Gw?EO",,"0008180969026672","2025-06-14 17:10:00","2724235106","b83e7f6d-2cac-4917-95ab-c63e96c2fcaa","Нет",,,,,,,,"04660326730010","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 05:41:00","Пиво и пивные напитки","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43706738044070013672723","0104660326730010215ZeXZaS",,"0008180969026672","2025-06-14 15:37:00","2724235106","9553ed67-e3d6-43ff-b5ec-4aa4ae75de2e","Нет",,,,,,,,"04660326730010","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 05:41:00","Пиво и пивные напитки","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43706738044070013672723","0104660326730010215.U8kib",,"0008180969026672","2025-06-14 15:37:00","2724235106","58ebe71f-ae57-48a8-b14b-be8e6dc9eaae","Нет",,,,,,,,"04660326730010","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 05:41:00","Пиво и пивные напитки","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43706738044070013672723","0104660326730010215dGMTbs",,"0008180969026672","2025-06-14 15:37:00","2724235106","2594dd29-87d6-4562-bcf1-9a2df2133655","Нет",,,,,,,,"04660326730010","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 05:41:00","Пиво и пивные напитки","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43706738044070013672723","0104660326730010215hgVSi3",,"0008180969026672","2025-06-14 15:37:00","2724235106","5ad2efa6-13f3-4fdc-89fb-7c840ae01d9e","Нет",,,,,,,,"04660326730010","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 05:41:00","Пиво и пивные напитки","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43706738044070013672723","01046603267300102151-g/IH",,"0008180969026672","2025-06-14 15:37:00","2724235106","e61a64a5-5230-4db7-a1d0-184d5bb2e2c9","Нет",,,,,,,,"04660326730010","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 05:41:00","Пиво и пивные напитки","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43706738044070013672723","0104660326730010215YqqdBg",,"0008180969026672","2025-06-14 15:37:00","2724235106","d64d858f-9178-4d27-aaaa-b8073b516ac3","Нет",,,,,,,,"04660326730010","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 05:41:00","Пиво и пивные напитки","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43706738044070013672723","0104660326730010215V.YpWF",,"0008180969026672","2025-06-14 15:37:00","2724235106","76f9a6e3-2055-4cfc-868b-04b8e5476f1b","Нет",,,,,,,,"04660326730010","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 05:41:00","Пиво и пивные напитки","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43706738044070013672723","0104660326730010215>xiJJH",,"0008180969026672","2025-06-14 15:37:00","2724235106","d3d05792-30ea-49ab-b1b4-d77f5318fc1e","Нет",,,,,,,,"04660326730010","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 05:41:00","Пиво и пивные напитки","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43706738044070013672723","0104660326730010215ram-so",,"0008180969026672","2025-06-14 15:37:00","2724235106","309a77d1-72dd-4965-85b4-37b162050b20","Нет",,,,,,,,"04660326730010","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
