"Вид отклонения","Результат проверки","Дата и время регистрации отклонения","Товарная группа","Субъект","Адрес места фиксации отклонения","Номер документа","Код","Идентификатор ВСД","Регистрационный номер ККТ (из чека)","Дата и время выполнения операции, в результате которой было выявлено отклонение","ИНН участника","Номер отклонения","Нивелировано","Объем из ВСД","Единицы измерения из ВСД","Объем из ГИС МТ","Единицы измерения из ГИС МТ","Разницы между объемами","Единицы измерения разницы","% превышения","GTIN","Идентификатор ФИАС","Муниципальный округ","Фискальный номер накопителя из чека операции","Проверка РР"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 19:28:51","Молочная продукция","Томская область","Томская обл, г Томск, ул Смирнова, 9, стр 1","108907384440800323460482","0104627175131030215H/hsA",,"","2025-06-15 20:22:00","4217148578","116d67fe-508d-4475-bf16-6f8a6421f7ce","Нет",,,,,,,,"04627175131030","d4e686f2-fce7-4e07-9e66-7e7197b0943d","Томск","7384440800323460","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 19:28:51","Молочная продукция","Томская область","Томская обл, г Томск, ул Смирнова, 9, стр 1","108907384440800323460482","0104627175131030215H&EXm",,"","2025-06-15 20:22:00","4217148578","86003903-b371-4c1a-aefe-7fee6acb2a5b","Нет",,,,,,,,"04627175131030","d4e686f2-fce7-4e07-9e66-7e7197b0943d","Томск","7384440800323460","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 19:28:51","Молочная продукция","Томская область","Томская обл, г Томск, ул Смирнова, 9, стр 1","108907384440800323460482","0104627175131030215hobC7",,"","2025-06-15 20:22:00","4217148578","87c79217-a45e-41a1-a46d-0d7b0ed4aee5","Нет",,,,,,,,"04627175131030","d4e686f2-fce7-4e07-9e66-7e7197b0943d","Томск","7384440800323460","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 19:17:05","Молочная продукция","Томская область","Томская обл, г Томск, п Светлый, пер Маленький, 12, стр 1","196137380440700591798482","0104627175131030215c;TjJ",,"","2025-06-15 20:14:00","4217148578","ed727121-23e3-4d5a-ad67-5f9903103568","Нет",,,,,,,,"04627175131030","60a108cb-45ab-4e23-ba91-b77beb9bfd32","Томск","7380440700591798","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 19:08:55","Молочная продукция","Томская область","Томская обл, г Северск, ул Солнечная, 2, стр 9","86567384440800324154482","0104627175131177215V/tL/",,"","2025-06-15 20:02:00","4217148578","6fc5cfbb-0a50-447c-a93c-bf5bd4008a0c","Нет",,,,,,,,"04627175131177","ceda11e0-5416-4042-9a34-311bedd1563d","Северск","7384440800324154","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 19:02:07","Молочная продукция","Томская область","Томская обл, Парабельский р-н, с Парабель, ул Западная, 12","12757380440801914675482","0104627175131177215(mkrL",,"","2025-06-15 19:54:00","4217148578","28c7e9bc-2b10-44be-9ea6-c3d1c2450ddc","Нет",,,,,,,,"04627175131177","218ea152-8ff4-4552-9878-a26de0bc44a9","Парабельский","7380440801914675","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 19:02:07","Молочная продукция","Томская область","Томская обл, Парабельский р-н, с Парабель, ул Западная, 12","12757380440801914675482","0104627175131030215J!Btg",,"","2025-06-15 19:54:00","4217148578","6c1b4c23-a0db-44cb-9ac7-77459929f0b0","Нет",,,,,,,,"04627175131030","218ea152-8ff4-4552-9878-a26de0bc44a9","Парабельский","7380440801914675","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 18:59:56","Молочная продукция","Томская область","Томская обл, г Томск, п Светлый, пер Маленький, 12, стр 1","196097380440700591798482","0104627175131030215c:LNo",,"","2025-06-15 19:51:00","4217148578","8dde000d-e407-43b3-a821-444ff2f3af3f","Нет",,,,,,,,"04627175131030","60a108cb-45ab-4e23-ba91-b77beb9bfd32","Томск","7380440700591798","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 18:57:14","Молочная продукция","Томская область","Томская обл, Шегарский р-н, с Мельниково, ул Московская, 9/2","99217380440700650079482","0104627175131177215oKB?C",,"","2025-06-15 19:49:00","4217148578","cb1ffc55-b2af-4b9d-824c-53a8b54e4c8b","Нет",,,,,,,,"04627175131177","bbd6ba1a-192b-4205-84d8-e536f8186b9b","Шегарский","7380440700650079","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 18:57:14","Молочная продукция","Томская область","Томская обл, Чаинский р-н, с Подгорное, ул 60 лет ВЛКСМ, 20А, стр 3","71997380440801306428482","01046271751311772158R,YQ",,"","2025-06-15 19:49:00","4217148578","61bc8cfe-f94a-4000-a861-f313f697ebac","Нет",,,,,,,,"04627175131177","bfea1dcb-831c-408a-b1e3-421389e2ae4e","Чаинский","7380440801306428","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 18:53:04","Молочная продукция","Томская область","Томская обл, Зырянский р-н, с Зырянское, ул Смирнова, 6/1","183907384440800323789482","0104627175131030215-W2dH",,"","2025-06-15 19:46:00","4217148578","289a11e6-0d3c-43d0-83a9-038a52db7079","Нет",,,,,,,,"04627175131030","c2f5ed6c-487e-4c5e-a96b-30db1456cd95","Зырянский","7384440800323789","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 18:39:39","Молочная продукция","Томская область","Томская обл, г Томск, п Светлый, пер Маленький, 12, стр 1","196067380440700591798482","01046271751311772158wgPP",,"","2025-06-15 19:33:00","4217148578","ae99a46d-7fc0-4198-a11e-bca7096133a9","Нет",,,,,,,,"04627175131177","60a108cb-45ab-4e23-ba91-b77beb9bfd32","Томск","7380440700591798","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 18:34:40","Молочная продукция","Томская область","Томская обл, Асиновский р-н, г Асино, ул Ивана Буева, 63","60247384440800323830482","0104627175131030215(.6AU",,"","2025-06-15 19:30:00","4217148578","e080773f-3f77-4b98-8c54-ae788e925aad","Нет",,,,,,,,"04627175131030","e97cea1d-2fae-4e46-aab1-ab362cfd2841","Асиновский","7384440800323830","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 18:24:54","Молочная продукция","Томская область","Томская обл, Бакчарский р-н, с Бакчар, пер Лесной, 2","197857380440700707689482","0104627175131177215kp=Vh",,"","2025-06-15 19:20:00","4217148578","17ffcca6-2935-4ab0-8a18-cd409f44b278","Нет",,,,,,,,"04627175131177","ef3c5947-b041-4efe-83a3-c14393e9ea42","Бакчарский","7380440700707689","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 18:17:03","Молочная продукция","Томская область","Томская обл, Чаинский р-н, с Подгорное, ул 60 лет ВЛКСМ, 20А, стр 3","132397380440801304927482","0104627175131177215Z12Qh",,"","2025-06-15 19:13:00","4217148578","580bee9e-5572-4a31-8048-adaade033e5b","Нет",,,,,,,,"04627175131177","bfea1dcb-831c-408a-b1e3-421389e2ae4e","Чаинский","7380440801304927","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 18:07:35","Молочная продукция","Томская область","Томская обл, г Томск, ул Мокрушина, 9, стр 13","19127384440900690351482","0104627175131177215GEHpW",,"","2025-06-15 19:02:00","4217148578","fdb3c4db-7937-470f-a903-ba0fd7f3256d","Нет",,,,,,,,"04627175131177","8a4390b9-fa89-4252-a670-91e7a54228e2","Томск","7384440900690351","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 18:07:35","Молочная продукция","Томская область","Томская обл, Колпашевский р-н, тер автодороги Колпашево-Тогур, км 1-ый, 1","84827384440800323897482","0104627175131030215pTGXW",,"","2025-06-15 19:01:00","4217148578","0ef8354c-372a-490f-b9e9-80ad0a82da98","Нет",,,,,,,,"04627175131030","757dca0e-0673-473c-bc76-4694d29a456c","Колпашевский","7384440800323897","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 18:02:22","Молочная продукция","Томская область","Томская обл, Каргасокский р-н, с Каргасок, ул Лесная, 3А","89887384440800323876482","01046271751311772155vSqW",,"","2025-06-15 18:54:00","4217148578","6dc71bb5-9ea4-448a-946e-ca0997a21877","Нет",,,,,,,,"04627175131177","ec58298e-544a-4850-af31-5243f659c04e","Каргасокский","7384440800323876","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 18:02:22","Молочная продукция","Томская область","Томская обл, Каргасокский р-н, с Каргасок, ул Лесная, 3А","89877384440800323876482","0104627175131177215VUHIl",,"","2025-06-15 18:53:00","4217148578","c4e181a2-30d9-4cc4-b6b9-b2c56ad12b45","Нет",,,,,,,,"04627175131177","ec58298e-544a-4850-af31-5243f659c04e","Каргасокский","7384440800323876","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 17:43:57","Молочная продукция","Томская область","Томская обл, Кожевниковский р-н, с Кожевниково, ул Гагарина, 16, стр 3","73047384440800324163482","0104627175131177215'pSY,",,"","2025-06-15 18:40:00","4217148578","e20ef58f-195c-4f92-bb0e-555ba5a0e231","Нет",,,,,,,,"04627175131177","fcac5524-3d16-4ace-8f1b-16beddafcc11","Кожевниковский","7384440800324163","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 17:40:38","Молочная продукция","Томская область","Томская обл, г Томск, ул Пушкина, 63, стр 8","30357380440801919355482","0104627175131177215GjfRI",,"","2025-06-15 18:34:00","4217148578","27050c71-a9e5-4ddc-ac9d-f29d0007445b","Нет",,,,,,,,"04627175131177","35491e2d-e160-41a7-abc3-0e0abb375b2d","Томск","7380440801919355","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 17:28:53","Молочная продукция","Томская область","Томская обл, г Томск, п Светлый, пер Маленький, 12, стр 1","195967380440700591798482","0104627175131030215c4aaN",,"","2025-06-15 18:23:00","4217148578","60c0aabc-2674-4bde-b4d9-af634d358510","Нет",,,,,,,,"04627175131030","60a108cb-45ab-4e23-ba91-b77beb9bfd32","Томск","7380440700591798","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 17:28:53","Молочная продукция","Томская область","Томская обл, г Томск, п Светлый, пер Маленький, 12, стр 1","195967380440700591798482","0104627175131030215CCOhH",,"","2025-06-15 18:23:00","4217148578","ce961476-60da-400a-a395-f7543ddd0154","Нет",,,,,,,,"04627175131030","60a108cb-45ab-4e23-ba91-b77beb9bfd32","Томск","7380440700591798","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 17:28:53","Молочная продукция","Томская область","Томская обл, г Томск, п Светлый, пер Маленький, 12, стр 1","195977380440700591798482","0104627175131030215cAK2t",,"","2025-06-15 18:24:00","4217148578","3b54c94c-d96b-4302-a514-fe5dfbf92c30","Нет",,,,,,,,"04627175131030","60a108cb-45ab-4e23-ba91-b77beb9bfd32","Томск","7380440700591798","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 17:25:04","Молочная продукция","Томская область","Томская обл, Кожевниковский р-н, с Кожевниково, ул Гагарина, 16, стр 3","72157384440800324203482","01046311497678112150Pa""X",,"","2025-06-15 18:21:00","4217148578","7be5a08a-151d-43cb-ac88-fadd3ca9cf59","Нет",,,,,,,,"04631149767811","fcac5524-3d16-4ace-8f1b-16beddafcc11","Кожевниковский","7384440800324203","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 17:23:05","Молочная продукция","Томская область","Томская обл, Кожевниковский р-н, с Кожевниково, ул Гагарина, 16, стр 3","73017384440800324163482","0104627175131177215'n-Jq",,"","2025-06-15 18:18:00","4217148578","311b135d-04c8-4e41-82db-c046e63f2c80","Нет",,,,,,,,"04627175131177","fcac5524-3d16-4ace-8f1b-16beddafcc11","Кожевниковский","7384440800324163","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 17:17:23","Молочная продукция","Томская область","Томская обл, Асиновский р-н, г Асино, ул Ивана Буева, 63","106387384440800323837482","0104627175131030215wL4,.",,"","2025-06-15 18:12:00","4217148578","487b978e-94ce-4cdd-8222-7805cbf24020","Нет",,,,,,,,"04627175131030","e97cea1d-2fae-4e46-aab1-ab362cfd2841","Асиновский","7384440800323837","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 17:13:53","Молочная продукция","Томская область","Томская обл, Асиновский р-н, г Асино, ул Ивана Буева, 63","106377384440800323837482","0104627175131177215cMQa0",,"","2025-06-15 18:09:00","4217148578","d397ecc8-4ca2-4f71-b0b3-dc0d6c5b9638","Нет",,,,,,,,"04627175131177","e97cea1d-2fae-4e46-aab1-ab362cfd2841","Асиновский","7384440800323837","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 17:12:18","Молочная продукция","Томская область","Томская обл, г Томск, ул Пушкина, 63, стр 8","51937380440801919398482","0104627175131177215H9Up>",,"","2025-06-15 18:08:00","4217148578","ff9b4e44-5a5f-4ea9-8170-0f95cf315a7d","Нет",,,,,,,,"04627175131177","35491e2d-e160-41a7-abc3-0e0abb375b2d","Томск","7380440801919398","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 17:12:18","Молочная продукция","Томская область","Томская обл, Парабельский р-н, с Парабель, ул Западная, 12","12657380440801914675482","0104627175131177215eakDZ",,"","2025-06-15 18:07:00","4217148578","62c42290-bfbc-487f-96ac-e2e4f02d0893","Нет",,,,,,,,"04627175131177","218ea152-8ff4-4552-9878-a26de0bc44a9","Парабельский","7380440801914675","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 17:12:18","Молочная продукция","Томская область","Томская обл, г Томск, ул Пушкина, 63, стр 8","30337380440801919355482","0104627175131177215vslGz",,"","2025-06-15 18:06:00","4217148578","5be91094-2f01-4d23-842b-a3259ef08188","Нет",,,,,,,,"04627175131177","35491e2d-e160-41a7-abc3-0e0abb375b2d","Томск","7380440801919355","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 16:59:49","Молочная продукция","Томская область","Томская обл, Молчановский р-н, с Молчаново, ул Степная, 3/3, стр 2","219417380440700593026482","0104627175131177215XmlT4",,"","2025-06-15 17:55:00","4217148578","b12d449d-1185-4a20-ac54-722905f43ba6","Нет",,,,,,,,"04627175131177","a32addd5-fab2-4a5b-b6fe-4d88acd34e8d","Молчановский","7380440700593026","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 16:54:48","Молочная продукция","Томская область","Томская обл, г Томск, п Светлый, пер Маленький, 12, стр 1","195907380440700591798482","0104627175131177215IIiH,",,"","2025-06-15 17:50:00","4217148578","00f617a8-8a69-487a-a1ea-986e7254eb0a","Нет",,,,,,,,"04627175131177","60a108cb-45ab-4e23-ba91-b77beb9bfd32","Томск","7380440700591798","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 16:54:48","Молочная продукция","Томская область","Томская обл, Шегарский р-н, с Мельниково, ул Московская, 9/2","99157380440700650079482","0104627175131177215hQDVs",,"","2025-06-15 17:50:00","4217148578","12baf32b-4fba-4730-9299-477e745a31ee","Нет",,,,,,,,"04627175131177","bbd6ba1a-192b-4205-84d8-e536f8186b9b","Шегарский","7380440700650079","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 16:50:06","Молочная продукция","Томская область","Томская обл, г Северск, ул Советская, 1, стр 4","427147380440700585806482","0104627175131030215&2BsJ",,"","2025-06-15 17:43:00","4217148578","96a8303f-09d5-432d-82ee-068ca8f0d24f","Нет",,,,,,,,"04627175131030","7e73248b-402c-469d-b097-0187ce915662","Северск","7380440700585806","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 16:47:42","Молочная продукция","Томская область","Томская обл, г Томск, ул Пушкина, 63, стр 8","51927380440801919398482","0104627175131030215m&?UW",,"","2025-06-15 17:41:00","4217148578","1e88b882-587b-4834-b9c9-3b9161db3e4d","Нет",,,,,,,,"04627175131030","35491e2d-e160-41a7-abc3-0e0abb375b2d","Томск","7380440801919398","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 16:47:42","Молочная продукция","Томская область","Томская обл, г Томск, ул Пушкина, 63, стр 8","51927380440801919398482","0104627175131030215nATOP",,"","2025-06-15 17:41:00","4217148578","40974b16-fb03-4568-82e7-3bc3237c1193","Нет",,,,,,,,"04627175131030","35491e2d-e160-41a7-abc3-0e0abb375b2d","Томск","7380440801919398","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 16:45:05","Молочная продукция","Томская область","Томская обл, Асиновский р-н, г Асино, ул Ивана Буева, 63","106277384440800323837482","0104627175131177215=*tU)",,"","2025-06-15 17:37:00","4217148578","d1550bed-04cd-48e8-a1e2-0411a12f4c51","Нет",,,,,,,,"04627175131177","e97cea1d-2fae-4e46-aab1-ab362cfd2841","Асиновский","7384440800323837","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 16:45:05","Молочная продукция","Томская область","Томская обл, г Северск, ул Солнечная, 2, стр 9","86177384440800324154482","0104627175131177215gfkej",,"","2025-06-15 17:37:00","4217148578","170c5e7a-d548-4163-a200-e8522d5ef25e","Нет",,,,,,,,"04627175131177","ceda11e0-5416-4042-9a34-311bedd1563d","Северск","7384440800324154","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 16:45:05","Молочная продукция","Томская область","Томская обл, Асиновский р-н, г Асино, ул Ивана Буева, 63","106257384440800323837482","0104627175131030215)EPGo",,"","2025-06-15 17:35:00","4217148578","afea7c34-a23b-47f5-86fe-2b9e50a19a16","Нет",,,,,,,,"04627175131030","e97cea1d-2fae-4e46-aab1-ab362cfd2841","Асиновский","7384440800323837","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 16:40:35","Молочная продукция","Томская область","Томская обл, Кожевниковский р-н, с Кожевниково, ул Гагарина, 16, стр 3","72127384440800324203482","0104631149767811215:25mc",,"","2025-06-15 17:32:00","4217148578","bc2ef523-ecd1-4b47-9582-d20be04c2a04","Нет",,,,,,,,"04631149767811","fcac5524-3d16-4ace-8f1b-16beddafcc11","Кожевниковский","7384440800324203","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 16:37:24","Молочная продукция","Томская область","Томская обл, Зырянский р-н, с Зырянское, ул Смирнова, 6/1","183727384440800323789482","0104627175131177215ZDZU'",,"","2025-06-15 17:29:00","4217148578","b93931a3-4565-40ba-8f81-b8fe131ba7af","Нет",,,,,,,,"04627175131177","c2f5ed6c-487e-4c5e-a96b-30db1456cd95","Зырянский","7384440800323789","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 16:37:24","Молочная продукция","Томская область","Томская обл, Асиновский р-н, г Асино, ул Ивана Буева, 63","106247384440800323837482","0104627175131177215*gjVp",,"","2025-06-15 17:29:00","4217148578","a42e9dad-d0d3-446b-a4c6-1c8e565d3ca0","Нет",,,,,,,,"04627175131177","e97cea1d-2fae-4e46-aab1-ab362cfd2841","Асиновский","7384440800323837","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 16:31:57","Молочная продукция","Томская область","Томская обл, Кожевниковский р-н, с Кожевниково, ул Гагарина, 16, стр 3","72837384440800324163482","0104631149767811215?W'J3",,"","2025-06-15 17:23:00","4217148578","31e3f8d1-e153-4dfa-bde3-4beae6d44b91","Нет",,,,,,,,"04631149767811","fcac5524-3d16-4ace-8f1b-16beddafcc11","Кожевниковский","7384440800324163","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 16:21:54","Молочная продукция","Томская область","Томская обл, Бакчарский р-н, с Бакчар, пер Лесной, 2","197697380440700707689482","0104627175131177215neTLH",,"","2025-06-15 17:19:00","4217148578","66ba46cf-abaf-423a-9b7c-eb6e18f8e5bd","Нет",,,,,,,,"04627175131177","ef3c5947-b041-4efe-83a3-c14393e9ea42","Бакчарский","7380440700707689","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 16:20:10","Молочная продукция","Томская область","Томская обл, Чаинский р-н, с Подгорное, ул 60 лет ВЛКСМ, 20А, стр 3","132287380440801304927482","0104627175131177215nJ""JJ",,"","2025-06-15 17:13:00","4217148578","31f9c2fb-3bc7-4a78-81a9-e514d756c46b","Нет",,,,,,,,"04627175131177","bfea1dcb-831c-408a-b1e3-421389e2ae4e","Чаинский","7380440801304927","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 16:20:10","Молочная продукция","Томская область","Томская обл, г Томск, п Светлый, пер Маленький, 12, стр 1","195797380440700591798482","0104627175131177215<!CtT",,"","2025-06-15 17:13:00","4217148578","8b47787b-cd06-4159-a166-d10b8b043e81","Нет",,,,,,,,"04627175131177","60a108cb-45ab-4e23-ba91-b77beb9bfd32","Томск","7380440700591798","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 16:20:10","Молочная продукция","Томская область","Томская обл, Чаинский р-н, с Подгорное, ул 60 лет ВЛКСМ, 20А, стр 3","132287380440801304927482","0104627175131030215.H>nQ",,"","2025-06-15 17:13:00","4217148578","dd0432cf-61aa-4d11-a699-fc8297384407","Нет",,,,,,,,"04627175131030","bfea1dcb-831c-408a-b1e3-421389e2ae4e","Чаинский","7380440801304927","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 16:16:26","Молочная продукция","Томская область","Томская обл, Парабельский р-н, с Парабель, ул Западная, 12","12567380440801914675482","0104627175131030215oNke3",,"","2025-06-15 17:10:00","4217148578","219c0792-8f65-46e1-85f7-b5a1eab275c1","Нет",,,,,,,,"04627175131030","218ea152-8ff4-4552-9878-a26de0bc44a9","Парабельский","7380440801914675","Да"
